version_id,scenario_code,option_code,gene_code,weight
v2,D35,C,JUST,2
v2,D35,D,SAFE,2
v2,D36,A,ARTS,2
v2,D36,B,ARTS,2
v2,D36,C,ARTS,2
v2,D36,D,ARTS,2
v2,D37,A,JUST,2
v2,D37,B,LOVE,2
v2,D37,C,SAFE,2
v2,D37,D,BALN,2
v2,D38,A,AMBT,2
v2,D38,B,ACHV,2
v2,D38,C,LEARN,2
v2,D38,D,SPIR,2
v2,D39,A,ACHV,2
v2,D39,B,SPIR,2
v2,D39,C,RECO,2
v2,D39,D,FREE,2
v2,D40,A,ARTS,2
v2,D40,B,JOY,2
v2,D40,C,GRAT,2
v2,D40,D,AMBT,2
v2,D41,A,JUST,2
v2,D41,B,JUST,2
v2,D41,C,SAFE,2
v2,D41,D,LOVE,2
v2,D42,A,AMBT,2
v2,D42,B,BALN,2
v2,D42,C,FREE,2
v2,D42,D,COMM,2
v2,D43,A,GRAT,2
v2,D43,B,RECO,2
v2,D43,C,SPIR,2
v2,D43,D,JOY,2
v2,D44,A,FUN,2
v2,D44,B,SAFE,2
v2,D44,C,COMM,2
v2,D44,D,SAFE,2
v2,D45,A,FRND,2
v2,D45,B,RECO,2
v2,D45,C,FRND,2
v2,D45,D,FREE,2
v2,D46,A,DIGN,2
v2,D46,B,FINC,2
v2,D46,C,FRND,2
v2,D46,D,FREE,2
v2,D47,A,FREE,2
v2,D47,B,FRND,2
v2,D47,C,ACHV,2
v2,D47,D,SPIR,2
v2,D48,A,BALN,2
v2,D48,B,BALN,2
v2,D48,C,BALN,2
v2,D48,D,BALN,2
v1,Q01_01,A,HRM,2
v1,Q01_01,B,EMP,2
v1,Q01_01,C,DSC,2
v1,Q01_01,D,CRG,2
v1,Q01_02,A,WIS,2
v1,Q01_02,B,DSC,2
v1,Q01_02,C,EMP,2
v1,Q01_02,D,CRG,2
v1,Q01_03,A,CRG,2
v1,Q01_03,B,DSC,2
v1,Q01_03,C,EMP,2
v1,Q01_03,D,HRM,2
v1,Q01_04,A,WIS,2
v1,Q01_04,B,EMP,2
v1,Q01_04,C,HRM,2
v1,Q01_04,D,CRG,2
v1,Q01_05,A,HRM,2
v1,Q01_05,B,DSC,2
v1,Q01_05,C,EMP,2
v1,Q01_05,D,CRG,2
v1,Q01_06,A,HRM,2
v1,Q01_06,B,CRG,2
v1,Q01_06,C,EMP,2
v1,Q01_06,D,DSC,2
v1,Q01_07,A,CRG,2
v1,Q01_07,B,DSC,2
v1,Q01_07,C,EMP,2
v1,Q01_07,D,HRM,2
v1,Q01_08,A,HRM,2
v1,Q01_08,B,DSC,2
v1,Q01_08,C,EMP,2
v1,Q01_08,D,CRG,2
v1,Q01_09,A,WIS,2
v1,Q01_09,B,CRG,2
v1,Q01_09,C,EMP,2
v1,Q01_09,D,DSC,2
v1,Q01_10,A,DSC,2
v1,Q01_10,B,EMP,2
v1,Q01_10,C,HRM,2
v1,Q01_10,D,CRG,2
v1,Q01_11,A,WIS,2
v1,Q01_11,B,CRG,2
v1,Q01_11,C,DSC,2
v1,Q01_11,D,EMP,2
v1,Q01_12,A,HRM,2
v1,Q01_12,B,CRG,2
v1,Q01_12,C,EMP,2
v1,Q01_12,D,WIS,2
v1,Q02_01,A,CRG,2
v1,Q02_01,B,DSC,2
v1,Q02_01,C,EMP,2
v1,Q02_01,D,HRM,2
v1,Q02_02,A,HRM,2
v1,Q02_02,B,EMP,2
v1,Q02_02,C,DSC,2
v1,Q02_02,D,CRG,2
v1,Q02_03,A,CRG,2
v1,Q02_03,B,WIS,2
v1,Q02_03,C,DSC,2
v1,Q02_03,D,HRM,2
v1,Q02_04,A,WIS,2
v1,Q02_04,B,HRM,2
v1,Q02_04,C,EMP,2
v1,Q02_04,D,DSC,2
v1,Q02_05,A,WIS,2
v1,Q02_05,B,DSC,2
v1,Q02_05,C,EMP,2
v1,Q02_05,D,CRG,2
v1,Q02_06,A,HRM,2
v1,Q02_06,B,EMP,2
v1,Q02_06,C,CRG,2
v1,Q02_06,D,DSC,2
v1,Q02_07,A,WIS,2
v1,Q02_07,B,DSC,2
v1,Q02_07,C,EMP,2
v1,Q02_07,D,CRG,2
v1,Q02_08,A,WIS,2
v1,Q02_08,B,CRG,2
v1,Q02_08,C,EMP,2
v1,Q02_08,D,DSC,2
v1,Q02_09,A,WIS,2
v1,Q02_09,B,DSC,2
v1,Q02_09,C,CRG,2
v1,Q02_09,D,HRM,2
v1,Q02_10,A,CRG,2
v1,Q02_10,B,DSC,2
v1,Q02_10,C,EMP,2
v1,Q02_10,D,HRM,2
v1,Q02_11,A,WIS,2
v1,Q02_11,B,EMP,2
v1,Q02_11,C,HRM,2
v1,Q02_11,D,CRG,2
v1,Q02_12,A,HRM,2
v1,Q02_12,B,CRG,2
v1,Q02_12,C,EMP,2
v1,Q02_12,D,WIS,2
v1,Q03_01,A,HRM,2
v1,Q03_01,B,DSC,2
v1,Q03_01,C,CRG,2
v1,Q03_01,D,WIS,2
v1,Q03_02,A,HRM,2
v1,Q03_02,B,EMP,2
v1,Q03_02,C,DSC,2
v1,Q03_02,D,CRG,2
v1,Q03_03,A,CRG,2
v1,Q03_03,B,WIS,2
v1,Q03_03,C,EMP,2
v1,Q03_03,D,HRM,2
v1,Q03_04,A,HRM,2
v1,Q03_04,B,DSC,2
v1,Q03_04,C,EMP,2
v1,Q03_04,D,CRG,2
v1,Q03_05,A,WIS,2
v1,Q03_05,B,DSC,2
v1,Q03_05,C,HRM,2
v1,Q03_05,D,CRG,2
v1,Q03_06,A,CRG,2
v1,Q03_06,B,HRM,2
v1,Q03_06,C,EMP,2
v1,Q03_06,D,DSC,2
v1,Q03_07,A,WIS,2
v1,Q03_07,B,DSC,2
v1,Q03_07,C,EMP,2
v1,Q03_07,D,HRM,2
v1,Q03_08,A,EMP,2
v1,Q03_08,B,HRM,2
v1,Q03_08,C,DSC,2
v1,Q03_08,D,CRG,2
v1,Q03_09,A,WIS,2
v1,Q03_09,B,EMP,2
v1,Q03_09,C,HRM,2
v1,Q03_09,D,CRG,2
v1,Q03_10,A,HRM,2
v1,Q03_10,B,EMP,2
v1,Q03_10,C,DSC,2
v1,Q03_10,D,CRG,2
v1,Q03_11,A,WIS,2
v1,Q03_11,B,DSC,2
v1,Q03_11,C,EMP,2
v1,Q03_11,D,CRG,2
v1,Q03_12,A,WIS,2
v1,Q03_12,B,CRG,2
v1,Q03_12,C,EMP,2
v1,Q03_12,D,HRM,2
v1,Q04_01,A,HRM,2
v1,Q04_01,B,WIS,2
v1,Q04_01,C,DSC,2
v1,Q04_01,D,CRG,2
v1,Q04_02,A,EMP,2
v1,Q04_02,B,DSC,2
v1,Q04_02,C,CRG,2
v1,Q04_02,D,HRM,2
v1,Q04_03,A,WIS,2
v1,Q04_03,B,DSC,2
v1,Q04_03,C,EMP,2
v1,Q04_03,D,CRG,2
v1,Q04_04,A,WIS,2
v1,Q04_04,B,CRG,2
v1,Q04_04,C,EMP,2
v1,Q04_04,D,DSC,2
v1,Q04_05,A,HRM,2
v1,Q04_05,B,EMP,2
v1,Q04_05,C,DSC,2
v1,Q04_05,D,CRG,2
v1,Q04_06,A,HRM,2
v1,Q04_06,B,EMP,2
v1,Q04_06,C,DSC,2
v1,Q04_06,D,CRG,2
v1,Q04_07,A,WIS,2
v1,Q04_07,B,DSC,2
v1,Q04_07,C,HRM,2
v1,Q04_07,D,CRG,2
v1,Q04_08,A,HRM,2
v1,Q04_08,B,EMP,2
v1,Q04_08,C,DSC,2
v1,Q04_08,D,CRG,2
v1,Q04_09,A,WIS,2
v1,Q04_09,B,DSC,2
v1,Q04_09,C,EMP,2
v1,Q04_09,D,HRM,2
v1,Q04_10,A,WIS,2
v1,Q04_10,B,CRG,2
v1,Q04_10,C,EMP,2
v1,Q04_10,D,HRM,2
v1,Q04_11,A,CRG,2
v1,Q04_11,B,WIS,2
v1,Q04_11,C,EMP,2
v1,Q04_11,D,DSC,2
v1,Q04_12,A,HRM,2
v1,Q04_12,B,EMP,2
v1,Q04_12,C,CRG,2
v1,Q04_12,D,DSC,2
v1,Q05_01,A,HRM,2
v1,Q05_01,B,WIS,2
v1,Q05_01,C,CRG,2
v1,Q05_01,D,EMP,2
v1,Q05_02,A,DSC,2
v1,Q05_02,B,EMP,2
v1,Q05_02,C,CRG,2
v1,Q05_02,D,HRM,2
v1,Q05_03,A,HRM,2
v1,Q05_03,B,EMP,2
v1,Q05_03,C,DSC,2
v1,Q05_03,D,CRG,2
v1,Q05_04,A,WIS,2
v1,Q05_04,B,EMP,2
v1,Q05_04,C,HRM,2
v1,Q05_04,D,CRG,2
v1,Q05_05,A,HRM,2
v1,Q05_05,B,WIS,2
v1,Q05_05,C,DSC,2
v1,Q05_05,D,CRG,2
v1,Q05_06,A,HRM,2
v1,Q05_06,B,EMP,2
v1,Q05_06,C,DSC,2
v1,Q05_06,D,CRG,2
v1,Q05_07,A,WIS,2
v1,Q05_07,B,DSC,2
v1,Q05_07,C,EMP,2
v1,Q05_07,D,HRM,2
v1,Q05_08,A,HRM,2
v1,Q05_08,B,EMP,2
v1,Q05_08,C,DSC,2
v1,Q05_08,D,CRG,2
v1,Q05_09,A,WIS,2
v1,Q05_09,B,CRG,2
v1,Q05_09,C,EMP,2
v1,Q05_09,D,DSC,2
v1,Q05_10,A,HRM,2
v1,Q05_10,B,EMP,2
v1,Q05_10,C,DSC,2
v1,Q05_10,D,CRG,2
v1,Q05_11,A,WIS,2
v1,Q05_11,B,CRG,2
v1,Q05_11,C,DSC,2
v1,Q05_11,D,EMP,2
v1,Q05_12,A,HRM,2
v1,Q05_12,B,WIS,2
v1,Q05_12,C,DSC,2
v1,Q05_12,D,CRG,2
v1,Q06_01,A,HRM,2
v1,Q06_01,B,WIS,2
v1,Q06_01,C,DSC,2
v1,Q06_01,D,CRG,2
v1,Q06_02,A,WIS,2
v1,Q06_02,B,EMP,2
v1,Q06_02,C,DSC,2
v1,Q06_02,D,HRM,2
v1,Q06_03,A,WIS,2
v1,Q06_03,B,DSC,2
v1,Q06_03,C,EMP,2
v1,Q06_03,D,CRG,2
v1,Q06_04,A,HRM,2
v1,Q06_04,B,EMP,2
v1,Q06_04,C,DSC,2
v1,Q06_04,D,CRG,2
v1,Q06_05,A,WIS,2
v1,Q06_05,B,CRG,2
v1,Q06_05,C,EMP,2
v1,Q06_05,D,DSC,2
v1,Q06_06,A,HRM,2
v1,Q06_06,B,EMP,2
v1,Q06_06,C,CRG,2
v1,Q06_06,D,DSC,2
v1,Q06_07,A,WIS,2
v1,Q06_07,B,DSC,2
v1,Q06_07,C,EMP,2
v1,Q06_07,D,WIS,2
v1,Q06_08,A,HRM,2
v1,Q06_08,B,EMP,2
v1,Q06_08,C,DSC,2
v1,Q06_08,D,CRG,2
v1,Q06_09,A,WIS,2
v1,Q06_09,B,CRG,2
v1,Q06_09,C,EMP,2
v1,Q06_09,D,DSC,2
v1,Q06_10,A,DSC,2
v1,Q06_10,B,EMP,2
v1,Q06_10,C,HRM,2
v1,Q06_10,D,WIS,2
v1,Q06_11,A,WIS,2
v1,Q06_11,B,CRG,2
v1,Q06_11,C,DSC,2
v1,Q06_11,D,EMP,2
v1,Q06_12,A,HRM,2
v1,Q06_12,B,EMP,2
v1,Q06_12,C,CRG,2
v1,Q06_12,D,DSC,2
v1,Q07_01,A,HRM,2
v1,Q07_01,B,DSC,2
v1,Q07_01,C,CRG,2
v1,Q07_01,D,WIS,2
v1,Q07_02,A,HRM,2
v1,Q07_02,B,EMP,2
v1,Q07_02,C,DSC,2
v1,Q07_02,D,CRG,2
v1,Q07_03,A,CRG,2
v1,Q07_03,B,WIS,2
v1,Q07_03,C,EMP,2
v1,Q07_03,D,DSC,2
v1,Q07_04,A,HRM,2
v1,Q07_04,B,EMP,2
v1,Q07_04,C,DSC,2
v1,Q07_04,D,CRG,2
v1,Q07_05,A,WIS,2
v1,Q07_05,B,CRG,2
v1,Q07_05,C,DSC,2
v1,Q07_05,D,EMP,2
v1,Q07_06,A,HRM,2
v1,Q07_06,B,DSC,2
v1,Q07_06,C,EMP,2
v1,Q07_06,D,CRG,2
v1,Q07_07,A,WIS,2
v1,Q07_07,B,DSC,2
v1,Q07_07,C,EMP,2
v1,Q07_07,D,HRM,2
v1,Q07_08,A,HRM,2
v1,Q07_08,B,EMP,2
v1,Q07_08,C,DSC,2
v1,Q07_08,D,CRG,2
v1,Q07_09,A,WIS,2
v1,Q07_09,B,CRG,2
v1,Q07_09,C,EMP,2
v1,Q07_09,D,DSC,2
v1,Q07_10,A,WIS,2
v1,Q07_10,B,EMP,2
v1,Q07_10,C,DSC,2
v1,Q07_10,D,CRG,2
v1,Q07_11,A,WIS,2
v1,Q07_11,B,CRG,2
v1,Q07_11,C,DSC,2
v1,Q07_11,D,EMP,2
v1,Q07_12,A,HRM,2
v1,Q07_12,B,EMP,2
v1,Q07_12,C,DSC,2
v1,Q07_12,D,CRG,2
v1,Q08_01,A,HRM,2
v1,Q08_01,B,WIS,2
v1,Q08_01,C,DSC,2
v1,Q08_01,D,CRG,2
v1,Q08_02,A,HRM,2
v1,Q08_02,B,EMP,2
v1,Q08_02,C,DSC,2
v1,Q08_02,D,CRG,2
v1,Q08_03,A,WIS,2
v1,Q08_03,B,DSC,2
v1,Q08_03,C,EMP,2
v1,Q08_03,D,CRG,2
v1,Q08_04,A,WIS,2
v1,Q08_04,B,EMP,2
v1,Q08_04,C,DSC,2
v1,Q08_04,D,CRG,2
v1,Q08_05,A,WIS,2
v1,Q08_05,B,CRG,2
v1,Q08_05,C,EMP,2
v1,Q08_05,D,DSC,2
v1,Q08_06,A,HRM,2
v1,Q08_06,B,EMP,2
v1,Q08_06,C,DSC,2
v1,Q08_06,D,CRG,2
v1,Q08_07,A,WIS,2
v1,Q08_07,B,DSC,2
v1,Q08_07,C,EMP,2
v1,Q08_07,D,HRM,2
v1,Q08_08,A,HRM,2
v1,Q08_08,B,EMP,2
v1,Q08_08,C,DSC,2
v1,Q08_08,D,CRG,2
v1,Q08_09,A,WIS,2
v1,Q08_09,B,CRG,2
v1,Q08_09,C,EMP,2
v1,Q08_09,D,DSC,2
v1,Q08_10,A,WIS,2
v1,Q08_10,B,EMP,2
v1,Q08_10,C,DSC,2
v1,Q08_10,D,CRG,2
v1,Q08_11,A,WIS,2
v1,Q08_11,B,CRG,2
v1,Q08_11,C,DSC,2
v1,Q08_11,D,EMP,2
v1,Q08_12,A,HRM,2
v1,Q08_12,B,WIS,2
v1,Q08_12,C,EMP,2
v1,Q08_12,D,CRG,2
v1,Q09_01,A,WIS,2
v1,Q09_01,B,DSC,2
v1,Q09_01,C,HRM,2
v1,Q09_01,D,CRG,2
v1,Q09_02,A,WIS,2
v1,Q09_02,B,EMP,2
v1,Q09_02,C,DSC,2
v1,Q09_02,D,CRG,2
v1,Q09_03,A,WIS,2
v1,Q09_03,B,CRG,2
v1,Q09_03,C,EMP,2
v1,Q09_03,D,DSC,2
v1,Q09_04,A,HRM,2
v1,Q09_04,B,EMP,2
v1,Q09_04,C,DSC,2
v1,Q09_04,D,CRG,2
v1,Q09_05,A,WIS,2
v1,Q09_05,B,DSC,2
v1,Q09_05,C,EMP,2
v1,Q09_05,D,CRG,2
v1,Q09_06,A,CRG,2
v1,Q09_06,B,HRM,2
v1,Q09_06,C,EMP,2
v1,Q09_06,D,DSC,2
v1,Q09_07,A,WIS,2
v1,Q09_07,B,DSC,2
v1,Q09_07,C,EMP,2
v1,Q09_07,D,HRM,2
v1,Q09_08,A,HRM,2
v1,Q09_08,B,EMP,2
v1,Q09_08,C,DSC,2
v1,Q09_08,D,CRG,2
v1,Q09_09,A,WIS,2
v1,Q09_09,B,CRG,2
v1,Q09_09,C,EMP,2
v1,Q09_09,D,DSC,2
v1,Q09_10,A,WIS,2
v1,Q09_10,B,EMP,2
v1,Q09_10,C,HRM,2
v1,Q09_10,D,DSC,2
v1,Q09_11,A,WIS,2
v1,Q09_11,B,CRG,2
v1,Q09_11,C,DSC,2
v1,Q09_11,D,EMP,2
v1,Q09_12,A,HRM,2
v1,Q09_12,B,EMP,2
v1,Q09_12,C,CRG,2
v1,Q09_12,D,WIS,2
v1,Q10_01,A,HRM,2
v1,Q10_01,B,WIS,2
v1,Q10_01,C,DSC,2
v1,Q10_01,D,CRG,2
v1,Q10_02,A,HRM,2
v1,Q10_02,B,EMP,2
v1,Q10_02,C,DSC,2
v1,Q10_02,D,CRG,2
v1,Q10_03,A,WIS,2
v1,Q10_03,B,DSC,2
v1,Q10_03,C,EMP,2
v1,Q10_03,D,CRG,2
v1,Q10_04,A,HRM,2
v1,Q10_04,B,EMP,2
v1,Q10_04,C,DSC,2
v1,Q10_04,D,CRG,2
v1,Q10_05,A,WIS,2
v1,Q10_05,B,DSC,2
v1,Q10_05,C,EMP,2
v1,Q10_05,D,CRG,2
v1,Q10_06,A,CRG,2
v1,Q10_06,B,HRM,2
v1,Q10_06,C,EMP,2
v1,Q10_06,D,DSC,2
v1,Q10_07,A,WIS,2
v1,Q10_07,B,DSC,2
v1,Q10_07,C,EMP,2
v1,Q10_07,D,HRM,2
v1,Q10_08,A,HRM,2
v1,Q10_08,B,EMP,2
v1,Q10_08,C,DSC,2
v1,Q10_08,D,CRG,2
v1,Q10_09,A,WIS,2
v1,Q10_09,B,CRG,2
v1,Q10_09,C,EMP,2
v1,Q10_09,D,DSC,2
v1,Q10_10,A,WIS,2
v1,Q10_10,B,EMP,2
v1,Q10_10,C,HRM,2
v1,Q10_10,D,DSC,2
v1,Q10_11,A,WIS,2
v1,Q10_11,B,CRG,2
v1,Q10_11,C,DSC,2
v1,Q10_11,D,EMP,2
v1,Q10_12,A,HRM,2
v1,Q10_12,B,WIS,2
v1,Q10_12,C,CRG,2
v1,Q10_12,D,EMP,2
