version_id,scenario_code,option_code,gene_code,weight
v2,D01_48,D,COMM,2
v2,D02_01,A,LOVE,2
v2,D02_01,B,COMM,2
v2,D02_01,C,FUN,2
v2,D02_01,D,FREE,2
v2,D02_02,A,ACHV,2
v2,D02_02,B,BALN,2
v2,D02_02,C,LEARN,2
v2,D02_02,D,BALN,2
v2,D02_03,A,JOY,2
v2,D02_03,B,ADVN,2
v2,D02_03,C,BALN,2
v2,D02_03,D,AMBT,2
v2,D02_04,A,DIGN,2
v2,D02_04,B,LOVE,2
v2,D02_04,C,LEARN,2
v2,D02_04,D,FREE,2
v2,D02_05,A,FREE,2
v2,D02_05,B,SAFE,2
v2,D02_05,C,HLTH,2
v2,D02_05,D,ACHV,2
v2,D02_06,A,SAFE,2
v2,D02_06,B,LEARN,2
v2,D02_06,C,BALN,2
v2,D02_06,D,COMM,2
v2,D02_07,A,DIGN,2
v2,D02_07,B,JUST,2
v2,D02_07,C,BALN,2
v2,D02_07,D,FUN,2
v2,D02_08,A,COMM,2
v2,D02_08,B,LOVE,2
v2,D02_08,C,FRND,2
v2,D02_08,D,HLTH,2
v2,D02_09,A,BALN,2
v2,D02_09,B,ARTS,2
v2,D02_09,C,BALN,2
v2,D02_09,D,ACHV,2
v2,D02_10,A,LEARN,2
v2,D02_10,B,ACHV,2
v2,D02_10,C,FRND,2
v2,D02_10,D,SPIR,2
v2,D02_11,A,RECO,2
v2,D02_11,B,RECO,2
v2,D02_11,C,ACHV,2
v2,D02_11,D,GRAT,2
v2,D02_12,A,FINC,2
v2,D02_12,B,AMBT,2
v2,D02_12,C,BALN,2
v2,D02_12,D,SAFE,2
v2,D02_13,A,FRND,2
v2,D02_13,B,FUN,2
v2,D02_13,C,FREE,2
v2,D02_13,D,COMM,2
v2,D02_14,A,ADVN,2
v2,D02_14,B,SAFE,2
v2,D02_14,C,FINC,2
v2,D02_14,D,BALN,2
v2,D02_15,A,ARTS,2
v2,D02_15,B,ACHV,2
v2,D02_15,C,FUN,2
v2,D02_15,D,LEARN,2
v2,D02_16,A,SPIR,2
v2,D02_16,B,HLTH,2
v2,D02_16,C,FRND,2
v2,D02_16,D,DIGN,2
v2,D02_17,A,COMM,2
v2,D02_17,B,FRND,2
v2,D02_17,C,JUST,2
v2,D02_17,D,GRAT,2
v2,D02_18,A,AMBT,2
v2,D02_18,B,ACHV,2
v2,D02_18,C,LEARN,2
v2,D02_18,D,RECO,2
v2,D02_19,A,GRAT,2
v2,D02_19,B,LOVE,2
v2,D02_19,C,JOY,2
v2,D02_19,D,RECO,2
v2,D02_20,A,BALN,2
v2,D02_20,B,HLTH,2
v2,D02_20,C,BALN,2
v2,D02_20,D,FREE,2
v2,D02_21,A,LOVE,2
v2,D02_21,B,BALN,2
v2,D02_21,C,COMM,2
v2,D02_21,D,JOY,2
v2,D02_22,A,ADVN,2
v2,D02_22,B,FUN,2
v2,D02_22,C,LEARN,2
v2,D02_22,D,HLTH,2
v2,D02_23,A,FREE,2
v2,D02_23,B,JUST,2
v2,D02_23,C,FRND,2
v2,D02_23,D,BALN,2
v2,D02_24,A,JUST,2
v2,D02_24,B,BALN,2
v2,D02_24,C,LOVE,2
v2,D02_24,D,AMBT,2
v2,D02_25,A,ACHV,2
v2,D02_25,B,JOY,2
v2,D02_25,C,BALN,2
v2,D02_25,D,FRND,2
v2,D02_26,A,HLTH,2
v2,D02_26,B,SAFE,2
v2,D02_26,C,DIGN,2
v2,D02_26,D,FUN,2
v2,D02_27,A,DIGN,2
v2,D02_27,B,JUST,2
v2,D02_27,C,BALN,2
v2,D02_27,D,LEARN,2
v2,D02_28,A,JUST,2
v2,D02_28,B,FRND,2
v2,D02_28,C,SAFE,2
v2,D02_28,D,ADVN,2
v2,D02_29,A,FRND,2
v2,D02_29,B,FREE,2
v2,D02_29,C,LOVE,2
v2,D02_29,D,BALN,2
v2,D02_30,A,LEARN,2
v2,D02_30,B,JOY,2
v2,D02_30,C,FRND,2
v2,D02_30,D,AMBT,2
v2,D02_31,A,SPIR,2
v2,D02_31,B,GRAT,2
v2,D02_31,C,COMM,2
v2,D02_31,D,ACHV,2
v2,D02_32,A,FINC,2
v2,D02_32,B,SAFE,2
v2,D02_32,C,LEARN,2
v2,D02_32,D,BALN,2
v2,D02_33,A,RECO,2
v2,D02_33,B,RECO,2
v2,D02_33,C,ACHV,2
v2,D02_33,D,GRAT,2
v2,D02_34,A,ADVN,2
v2,D02_34,B,SAFE,2
v2,D02_34,C,LEARN,2
v2,D02_34,D,ADVN,2
v2,D02_35,A,LOVE,2
v2,D02_35,B,ARTS,2
v2,D02_35,C,BALN,2
v2,D02_35,D,FUN,2
v2,D02_36,A,FRND,2
v2,D02_36,B,FUN,2
v2,D02_36,C,BALN,2
v2,D02_36,D,ADVN,2
v2,D02_37,A,COMM,2
v2,D02_37,B,JUST,2
v2,D02_37,C,SAFE,2
v2,D02_37,D,RECO,2
v2,D02_38,A,AMBT,2
v2,D02_38,B,ACHV,2
v2,D02_38,C,LEARN,2
v2,D02_38,D,RECO,2
v2,D02_39,A,GRAT,2
v2,D02_39,B,LOVE,2
v2,D02_39,C,JOY,2
v2,D02_39,D,AMBT,2
v2,D02_40,A,BALN,2
v2,D02_40,B,HLTH,2
v2,D02_40,C,BALN,2
v2,D02_40,D,FREE,2
v2,D02_41,A,FRND,2
v2,D02_41,B,LOVE,2
v2,D02_41,C,COMM,2
v2,D02_41,D,FUN,2
v2,D02_42,A,ACHV,2
v2,D02_42,B,SAFE,2
v2,D02_42,C,COMM,2
v2,D02_42,D,ADVN,2
v2,D02_43,A,JOY,2
v2,D02_43,B,FUN,2
v2,D02_43,C,GRAT,2
v2,D02_43,D,BALN,2
v2,D02_44,A,SPIR,2
v2,D02_44,B,FREE,2
v2,D02_44,C,SAFE,2
v2,D02_44,D,AMBT,2
v2,D02_45,A,SAFE,2
v2,D02_45,B,BALN,2
v2,D02_45,C,LEARN,2
v2,D02_45,D,JUST,2
v2,D02_46,A,HLTH,2
v2,D02_46,B,JOY,2
v2,D02_46,C,BALN,2
v2,D02_46,D,AMBT,2
v2,D02_47,A,DIGN,2
v2,D02_47,B,JUST,2
v2,D02_47,C,LEARN,2
v2,D02_47,D,FRND,2
v2,D02_48,A,JUST,2
v2,D02_48,B,LOVE,2
v2,D02_48,C,COMM,2
v2,D02_48,D,BALN,2
v2,D03_01,A,LOVE,2
v2,D03_01,B,COMM,2
v2,D03_01,C,JOY,2
v2,D03_01,D,FREE,2
v2,D03_02,A,AMBT,2
v2,D03_02,B,ACHV,2
v2,D03_02,C,RECO,2
v2,D03_02,D,BALN,2
v2,D03_03,A,JOY,2
v2,D03_03,B,LOVE,2
v2,D03_03,C,BALN,2
v2,D03_03,D,FUN,2
v2,D03_04,A,DIGN,2
v2,D03_04,B,FREE,2
v2,D03_04,C,JUST,2
v2,D03_04,D,BALN,2
v2,D03_05,A,SAFE,2
v2,D03_05,B,COMM,2
v2,D03_05,C,LEARN,2
v2,D03_05,D,JUST,2
v2,D03_06,A,HLTH,2
v2,D03_06,B,BALN,2
v2,D03_06,C,HLTH,2
v2,D03_06,D,FUN,2
v2,D03_07,A,DIGN,2
v2,D03_07,B,JUST,2
v2,D03_07,C,BALN,2
v2,D03_07,D,RECO,2
v2,D03_08,A,JUST,2
v2,D03_08,B,LOVE,2
v2,D03_08,C,LEARN,2
v2,D03_08,D,COMM,2
v2,D03_09,A,FRND,2
v2,D03_09,B,FRND,2
v2,D03_09,C,FUN,2
v2,D03_09,D,LOVE,2
v2,D03_10,A,LEARN,2
v2,D03_10,B,LEARN,2
v2,D03_10,C,FRND,2
v2,D03_10,D,SPIR,2
v2,D03_11,A,SPIR,2
v2,D03_11,B,GRAT,2
v2,D03_11,C,BALN,2
v2,D03_11,D,COMM,2
v2,D03_12,A,FINC,2
v2,D03_12,B,SAFE,2
v2,D03_12,C,LEARN,2
v2,D03_12,D,BALN,2
v2,D03_13,A,RECO,2
v2,D03_13,B,RECO,2
v2,D03_13,C,AMBT,2
v2,D03_13,D,GRAT,2
v2,D03_14,A,ADVN,2
v2,D03_14,B,SAFE,2
v2,D03_14,C,FINC,2
v2,D03_14,D,BALN,2
v2,D03_15,A,ARTS,2
v2,D03_15,B,FUN,2
v2,D03_15,C,FRND,2
v2,D03_15,D,ACHV,2
v2,D03_16,A,FUN,2
v2,D03_16,B,GRAT,2
v2,D03_16,C,BALN,2
v2,D03_16,D,ADVN,2
v2,D03_17,A,COMM,2
v2,D03_17,B,FRND,2
v2,D03_17,C,JUST,2
v2,D03_17,D,GRAT,2
v2,D03_18,A,AMBT,2
v2,D03_18,B,ACHV,2
v2,D03_18,C,LEARN,2
v2,D03_18,D,BALN,2
v2,D03_19,A,GRAT,2
v2,D03_19,B,LOVE,2
v2,D03_19,C,RECO,2
v2,D03_19,D,JOY,2
v2,D03_20,A,COMM,2
v2,D03_20,B,HLTH,2
v2,D03_20,C,JUST,2
v2,D03_20,D,BALN,2
v2,D03_21,A,LOVE,2
v2,D03_21,B,COMM,2
v2,D03_21,C,JOY,2
v2,D03_21,D,DIGN,2
v2,D03_22,A,ACHV,2
v2,D03_22,B,HLTH,2
v2,D03_22,C,LEARN,2
v2,D03_22,D,FUN,2
v2,D03_23,A,FREE,2
v2,D03_23,B,DIGN,2
v2,D03_23,C,BALN,2
v2,D03_23,D,SAFE,2
v2,D03_24,A,JUST,2
v2,D03_24,B,COMM,2
v2,D03_24,C,COMM,2
v2,D03_24,D,RECO,2
v2,D03_25,A,ACHV,2
v2,D03_25,B,JOY,2
v2,D03_25,C,BALN,2
v2,D03_25,D,FRND,2
v2,D03_26,A,HLTH,2
v2,D03_26,B,SAFE,2
v2,D03_26,C,DIGN,2
v2,D03_26,D,FUN,2
v2,D03_27,A,DIGN,2
v2,D03_27,B,JUST,2
v2,D03_27,C,BALN,2
v2,D03_27,D,RECO,2
v2,D03_28,A,JUST,2
v2,D03_28,B,COMM,2
v2,D03_28,C,SAFE,2
v2,D03_28,D,ADVN,2
v2,D03_29,A,FRND,2
v2,D03_29,B,FREE,2
v2,D03_29,C,LOVE,2
v2,D03_29,D,BALN,2
v2,D03_30,A,LEARN,2
v2,D03_30,B,ACHV,2
v2,D03_30,C,FRND,2
v2,D03_30,D,FUN,2
v2,D03_31,A,SPIR,2
v2,D03_31,B,GRAT,2
v2,D03_31,C,COMM,2
v2,D03_31,D,BALN,2
v2,D03_32,A,FINC,2
v2,D03_32,B,SAFE,2
v2,D03_32,C,LEARN,2
v2,D03_32,D,BALN,2
v2,D03_33,A,RECO,2
v2,D03_33,B,RECO,2
v2,D03_33,C,ACHV,2
v2,D03_33,D,GRAT,2
v2,D03_34,A,ADVN,2
v2,D03_34,B,SAFE,2
v2,D03_34,C,FRND,2
v2,D03_34,D,BALN,2
v2,D03_35,A,ARTS,2
v2,D03_35,B,FUN,2
v2,D03_35,C,BALN,2
v2,D03_35,D,AMBT,2
v2,D03_36,A,FUN,2
v2,D03_36,B,ADVN,2
v2,D03_36,C,LEARN,2
v2,D03_36,D,HLTH,2
v2,D03_37,A,COMM,2
v2,D03_37,B,FRND,2
v2,D03_37,C,JUST,2
v2,D03_37,D,GRAT,2
v2,D03_38,A,AMBT,2
v2,D03_38,B,ACHV,2
v2,D03_38,C,LEARN,2
v2,D03_38,D,RECO,2
v2,D03_39,A,GRAT,2
v2,D03_39,B,LOVE,2
v2,D03_39,C,JOY,2
v2,D03_39,D,ACHV,2
v2,D03_40,A,BALN,2
v2,D03_40,B,HLTH,2
v2,D03_40,C,ACHV,2
v2,D03_40,D,LEARN,2
v2,D03_41,A,FRND,2
v2,D03_41,B,LOVE,2
v2,D03_41,C,COMM,2
v2,D03_41,D,FUN,2
v2,D03_42,A,ACHV,2
v2,D03_42,B,COMM,2
v2,D03_42,C,BALN,2
v2,D03_42,D,ADVN,2
v2,D03_43,A,JOY,2
v2,D03_43,B,FUN,2
v2,D03_43,C,GRAT,2
v2,D03_43,D,LOVE,2
v2,D03_44,A,SPIR,2
v2,D03_44,B,FREE,2
v2,D03_44,C,SAFE,2
v2,D03_44,D,AMBT,2
v2,D03_45,A,SAFE,2
v2,D03_45,B,COMM,2
v2,D03_45,C,LEARN,2
v2,D03_45,D,DIGN,2
v2,D03_46,A,HLTH,2
v2,D03_46,B,FUN,2
v2,D03_46,C,BALN,2
v2,D03_46,D,AMBT,2
v2,D03_47,A,DIGN,2
v2,D03_47,B,JUST,2
v2,D03_47,C,LEARN,2
v2,D03_47,D,FRND,2
v2,D03_48,A,JUST,2
v2,D03_48,B,LOVE,2
v2,D03_48,C,COMM,2
v2,D03_48,D,SAFE,2
v2,D04_01,A,LOVE,2
v2,D04_01,B,COMM,2
v2,D04_01,C,JOY,2
v2,D04_01,D,FREE,2
v2,D04_02,A,ACHV,2
v2,D04_02,B,BALN,2
v2,D04_02,C,COMM,2
v2,D04_02,D,BALN,2
v2,D04_03,A,ADVN,2
v2,D04_03,B,FUN,2
v2,D04_03,C,LEARN,2
v2,D04_03,D,AMBT,2
v2,D04_04,A,LOVE,2
v2,D04_04,B,HLTH,2
v2,D04_04,C,FUN,2
v2,D04_04,D,FREE,2
v2,D04_05,A,BALN,2
v2,D04_05,B,FREE,2
v2,D04_05,C,SAFE,2
v2,D04_05,D,AMBT,2
v2,D04_06,A,SAFE,2
v2,D04_06,B,COMM,2
v2,D04_06,C,LEARN,2
v2,D04_06,D,COMM,2
v2,D04_07,A,DIGN,2
v2,D04_07,B,JUST,2
v2,D04_07,C,BALN,2
v2,D04_07,D,FRND,2
v2,D04_08,A,JUST,2
v2,D04_08,B,LOVE,2
v2,D04_08,C,BALN,2
v2,D04_08,D,COMM,2
v2,D04_09,A,FRND,2
v2,D04_09,B,LOVE,2
v2,D04_09,C,FUN,2
v2,D04_09,D,COMM,2
v2,D04_10,A,LEARN,2
v2,D04_10,B,ACHV,2
v2,D04_10,C,FRND,2
v2,D04_10,D,SPIR,2
v2,D04_11,A,SPIR,2
v2,D04_11,B,GRAT,2
v2,D04_11,C,COMM,2
v2,D04_11,D,BALN,2
v2,D04_12,A,FINC,2
v2,D04_12,B,SAFE,2
v2,D04_12,C,LEARN,2
v2,D04_12,D,BALN,2
v2,D04_13,A,RECO,2
v2,D04_13,B,RECO,2
v2,D04_13,C,ACHV,2
v2,D04_13,D,GRAT,2
v2,D04_14,A,ADVN,2
v2,D04_14,B,SAFE,2
v2,D04_14,C,FINC,2
v2,D04_14,D,BALN,2
v2,D04_15,A,ARTS,2
v2,D04_15,B,FUN,2
v2,D04_15,C,FRND,2
v2,D04_15,D,AMBT,2
v2,D04_16,A,JOY,2
v2,D04_16,B,LOVE,2
v2,D04_16,C,GRAT,2
v2,D04_16,D,SPIR,2
v2,D04_17,A,COMM,2
v2,D04_17,B,FRND,2
v2,D04_17,C,JUST,2
v2,D04_17,D,GRAT,2
v2,D04_18,A,AMBT,2
v2,D04_18,B,ACHV,2
v2,D04_18,C,LEARN,2
v2,D04_18,D,BALN,2
v2,D04_19,A,GRAT,2
v2,D04_19,B,LOVE,2
v2,D04_19,C,RECO,2
v2,D04_19,D,COMM,2
v2,D04_20,A,BALN,2
v2,D04_20,B,HLTH,2
v2,D04_20,C,FRND,2
v2,D04_20,D,BALN,2
v2,D04_21,A,LOVE,2
v2,D04_21,B,FREE,2
v2,D04_21,C,COMM,2
v2,D04_21,D,BALN,2
v2,D04_22,A,FUN,2
v2,D04_22,B,ACHV,2
v2,D04_22,C,LEARN,2
v2,D04_22,D,HLTH,2
v2,D04_23,A,FREE,2
v2,D04_23,B,DIGN,2
v2,D04_23,C,SAFE,2
v2,D04_23,D,BALN,2
v2,D04_24,A,JUST,2
v2,D04_24,B,BALN,2
v2,D04_24,C,COMM,2
v2,D04_24,D,AMBT,2
v2,D04_25,A,ACHV,2
v2,D04_25,B,JOY,2
v2,D04_25,C,BALN,2
v2,D04_25,D,FRND,2
