version_id,scenario_code,scenario_set_code,order_index,scenario_text_en,scenario_text_ar
v2,D33,deep,33,Your team fails to meet a deadline.,فريقك لم ينجح في تسليم العمل في الوقت.
v2,D34,deep,34,You want to improve your daily mood.,ترغب في تحسين مزاجك اليومي.
v2,D35,deep,35,A public issue affects your community.,قضية عامة تؤثر على مجتمعك.
v2,D36,deep,36,You are considering a creative hobby.,تفكر في بدء هواية إبداعية.
v2,D37,deep,37,A disagreement arises in your family.,نشأ خلاف داخل العائلة.
v2,D38,deep,38,You feel ambitious but unsure where to start.,تشعر بالطموح لكنك غير متأكد من البداية.
v2,D39,deep,39,You receive constructive advice.,تلقيت نصيحة بناءة.
v2,D40,deep,40,You have an unexpected free weekend.,لديك عطلة نهاية أسبوع غير متوقعة.
v2,D41,deep,41,You notice someone being excluded socially.,لاحظت أن شخصًا يتم استبعاده اجتماعيًا.
v2,D42,deep,42,You are asked to take on extra tasks.,طُلب منك تحمل مهام إضافية.
v2,D43,deep,43,You feel grateful for recent support.,تشعر بالامتنان لدعم تلقيته مؤخرًا.
v2,D44,deep,44,A friend suggests trying something adventurous.,صديق يقترح تجربة شيء مغامر.
v2,D45,deep,45,You want to strengthen friendships.,ترغب في تقوية صداقاتك.
v2,D46,deep,46,You face a moral dilemma at work.,تواجه موقفًا أخلاقيًا في العمل.
v2,D47,deep,47,You want more independence in decisions.,ترغب في مزيد من الاستقلالية في قراراتك.
v2,D48,deep,48,You feel your life lacks balance.,تشعر بأن حياتك تفتقر إلى التوازن.
v2,D01_01,deep_01,1,You notice your partner/parent is unusually quiet at dinner. What do you do?,تلاحظ أن شريكك/أحد والديك صامت بشكل غير معتاد على العشاء. ماذا تفعل؟
v2,D01_02,deep_01,2,You have a deadline tomorrow but your energy is low tonight. What do you do?,لديك موعد تسليم غدًا لكن طاقتك منخفضة الليلة. ماذا تفعل؟
v2,D01_03,deep_01,3,Your friend invites you out, but you also need time alone. What do you do?,صديق يدعوك للخروج، لكنك تحتاج أيضًا وقتًا لنفسك. ماذا تفعل؟
v2,D01_04,deep_01,4,A small conflict starts in a group chat. What’s your first move?,بدأ خلاف صغير في مجموعة دردشة. ما أول خطوة تقوم بها؟
v2,D01_05,deep_01,5,You’re about to try something new, but you feel hesitant. What do you do?,أنت على وشك تجربة شيء جديد لكنك متردد. ماذا تفعل؟
v2,D01_06,deep_01,6,You’ve been sitting too long while working/studying. What do you do?,جلست وقتًا طويلًا أثناء العمل/الدراسة. ماذا تفعل؟
v2,D01_07,deep_01,7,Someone makes a joke that feels disrespectful. What do you do?,أطلق أحدهم مزحة تشعرك بعدم الاحترام. ماذا تفعل؟
v2,D01_08,deep_01,8,A colleague takes credit for shared work. What do you do?,زميل أخذ الفضل لعمل مشترك. ماذا تفعل؟
v2,D01_09,deep_01,9,A close friend seems distant recently. What do you do?,يبدو أن صديقًا مقرّبًا أصبح بعيدًا مؤخرًا. ماذا تفعل؟
v2,D01_10,deep_01,10,You want to upgrade a skill but don’t know where to start. What do you do?,تريد تطوير مهارة لكن لا تعرف من أين تبدأ. ماذا تفعل؟
v2,D01_11,deep_01,11,You feel your day is full but empty of meaning. What do you do?,تشعر أن يومك ممتلئ لكنه بلا معنى. ماذا تفعل؟
v2,D01_12,deep_01,12,An unexpected expense appears this week. What do you do?,ظهر مصروف مفاجئ هذا الأسبوع. ماذا تفعل؟
v2,D01_13,deep_01,13,You did good work but no one noticed. What do you do?,قدمت عملًا جيدًا لكن لم يلاحظه أحد. ماذا تفعل؟
v2,D01_14,deep_01,14,You’re offered a chance that feels exciting but uncertain. What do you do?,عُرضت عليك فرصة تبدو ممتعة لكنها غير مؤكدة. ماذا تفعل؟
v2,D01_15,deep_01,15,You feel the urge to express yourself after a long week. What do you do?,تشعر برغبة في التعبير عن نفسك بعد أسبوع طويل. ماذا تفعل؟
v2,D01_16,deep_01,16,Your schedule is tight and you’re getting irritated. What do you do?,جدولك مزدحم وتبدأ تشعر بالانزعاج. ماذا تفعل؟
v2,D01_17,deep_01,17,Your neighborhood plans a small volunteer activity. What do you do?,الحي يخطط لنشاط تطوعي صغير. ماذا تفعل؟
v2,D01_18,deep_01,18,You think about your long-term future. What do you do next?,تفكر في مستقبلك على المدى البعيد. ماذا تفعل بعد ذلك؟
v2,D01_19,deep_01,19,Someone helped you recently without asking. How do you respond?,ساعدك شخص مؤخرًا دون أن يطلب شيئًا. كيف ترد؟
v2,D01_20,deep_01,20,You’ve been overworking and feel close to burnout. What do you do?,تعمل أكثر من اللازم وتشعر بقرب الإرهاق. ماذا تفعل؟
v2,D01_21,deep_01,21,A family member needs support, but you’re also stressed. What do you do?,أحد أفراد العائلة يحتاج دعمًا وأنت أيضًا متوتر. ماذا تفعل؟
v2,D01_22,deep_01,22,You finish a task and have extra time. What do you do?,أنهيت مهمة ولديك وقت إضافي. ماذا تفعل؟
v2,D01_23,deep_01,23,You’re invited to an event but prefer independence. What do you do?,دُعيت لفعالية لكنك تفضل الاستقلال. ماذا تفعل؟
v2,D01_24,deep_01,24,You see a rule being ignored that affects everyone. What do you do?,ترى قاعدة يتم تجاهلها وتؤثر على الجميع. ماذا تفعل؟
v2,D01_25,deep_01,25,You want to start a new habit but worry about consistency. What do you do?,تريد بدء عادة جديدة لكن تقلق من الاستمرار. ماذا تفعل؟
v2,D01_26,deep_01,26,You feel physically sluggish today. What helps first?,تشعر بخمول جسدي اليوم. ما الذي يساعد أولًا؟
v2,D01_27,deep_01,27,Someone interrupts you repeatedly in a meeting. What do you do?,شخص يقاطعك مرارًا في اجتماع. ماذا تفعل؟
v2,D01_28,deep_01,28,Two teammates disagree and ask you to weigh in. What do you do?,زميلان يختلفان ويطلبان رأيك. ماذا تفعل؟
v2,D01_29,deep_01,29,A friend asks for time when your calendar is packed. What do you do?,صديق يطلب وقتك وجدولك ممتلئ. ماذا تفعل؟
v2,D01_30,deep_01,30,You’re considering learning something new. What attracts you most?,تفكر في تعلم شيء جديد. ما الذي يجذبك أكثر؟
v2,D01_31,deep_01,31,You feel disconnected from your inner self. What do you do?,تشعر بانفصال عن ذاتك الداخلية. ماذا تفعل؟
v2,D01_32,deep_01,32,You want to improve your financial stability. What do you do?,تريد تحسين استقرارك المالي. ماذا تفعل؟
v2,D01_33,deep_01,33,You delivered results and want them to be seen. What do you do?,حققت نتائج وتريد أن تُرى. ماذا تفعل؟
v2,D01_34,deep_01,34,A new experience is available but feels risky. What do you do?,تجربة جديدة متاحة لكنها تبدو فيها مخاطرة. ماذا تفعل؟
v2,D01_35,deep_01,35,You want to make your space feel more beautiful. What do you do?,تريد أن تجعل مساحتك أجمل. ماذا تفعل؟
v2,D01_36,deep_01,36,You have one hour with friends. What do you do?,لديك ساعة مع الأصدقاء. ماذا تفعل؟
v2,D01_37,deep_01,37,Your building/area has a shared issue. What do you do?,في المبنى/المنطقة مشكلة مشتركة. ماذا تفعل؟
v2,D01_38,deep_01,38,You want to push your career forward. What do you do?,تريد دفع مسارك المهني للأمام. ماذا تفعل؟
v2,D01_39,deep_01,39,Someone thanks you publicly. What do you do?,شخص يشكرك علنًا. ماذا تفعل؟
v2,D01_40,deep_01,40,You’re torn between work and rest today. What do you do?,أنت ممزق بين العمل والراحة اليوم. ماذا تفعل؟
v2,D01_41,deep_01,41,You notice someone close feels lonely. What do you do?,تلاحظ أن شخصًا قريبًا يشعر بالوحدة. ماذا تفعل؟
v2,D01_42,deep_01,42,You have a tough goal and a short timeline. What do you do?,لديك هدف صعب ووقت قصير. ماذا تفعل؟
v2,D01_43,deep_01,43,You want a lighter mood after a heavy day. What do you do?,تريد مزاجًا أخف بعد يوم ثقيل. ماذا تفعل؟
v2,D01_44,deep_01,44,You need to make a personal choice without pressure. What do you do?,تحتاج لاتخاذ قرار شخصي دون ضغط. ماذا تفعل؟
v2,D01_45,deep_01,45,A safety concern comes up at home/work. What do you do?,ظهر أمر يتعلق بالسلامة في البيت/العمل. ماذا تفعل؟
v2,D01_46,deep_01,46,You want to feel better in your body this week. What do you do?,تريد أن تشعر بتحسن جسدي هذا الأسبوع. ماذا تفعل؟
v2,D01_47,deep_01,47,Someone dismisses your opinion rudely. What do you do?,شخص يرفض رأيك بفظاظة. ماذا تفعل؟
v2,D01_48,deep_01,48,You see unequal treatment in a group. What do you do?,ترى معاملة غير متساوية في مجموعة. ماذا تفعل؟
v2,D02_01,deep_02,1,You notice you haven’t spoken to a sibling in weeks. What do you do?,تلاحظ أنك لم تتحدث مع أخ/أخت منذ أسابيع. ماذا تفعل؟
v2,D02_02,deep_02,2,You have two tasks due soon. How do you start?,لديك مهمتان قريبتان. كيف تبدأ؟
v2,D02_03,deep_02,3,You feel bored with your routine. What do you do?,تشعر بالملل من الروتين. ماذا تفعل؟
v2,D02_04,deep_02,4,A friend shares a secret. How do you respond?,صديق يشاركك سرًا. كيف ترد؟
v2,D02_05,deep_02,5,You get a chance to work remotely for a week. What do you prioritize?,لديك فرصة للعمل عن بُعد لأسبوع. ما أولويتك؟
v2,D02_06,deep_02,6,You notice a small safety risk in your home. What do you do?,تلاحظ خطرًا بسيطًا للسلامة في المنزل. ماذا تفعل؟
v2,D02_07,deep_02,7,Someone speaks over you in a discussion. What do you do?,شخص يتحدث فوق كلامك في نقاش. ماذا تفعل؟
v2,D02_08,deep_02,8,A coworker is struggling quietly. What do you do?,زميل يعاني بصمت. ماذا تفعل؟
v2,D02_09,deep_02,9,Your study/work space feels messy. What do you do?,مساحة عملك/دراستك فوضوية. ماذا تفعل؟
v2,D02_10,deep_02,10,You want to learn a new tool. What is your approach?,تريد تعلم أداة جديدة. ما أسلوبك؟
v2,D02_11,deep_02,11,You feel your efforts are unnoticed. What do you do?,تشعر أن جهودك غير ملحوظة. ماذا تفعل؟
v2,D02_12,deep_02,12,You’re offered a side gig. What do you consider first?,عُرضت عليك فرصة عمل جانبي. ما أول ما تضعه في الاعتبار؟
v2,D02_13,deep_02,13,You’re invited to a new social circle. What do you do?,دُعيت لمجموعة اجتماعية جديدة. ماذا تفعل؟
v2,D02_14,deep_02,14,A spontaneous trip comes up. What do you do?,ظهرت رحلة عفوية. ماذا تفعل؟
v2,D02_15,deep_02,15,You feel creative but distracted. What helps?,تشعر بإبداع لكنك مشتت. ما الذي يساعد؟
v2,D02_16,deep_02,16,Your day feels heavy. What gives you relief?,يومك يبدو ثقيلًا. ما الذي يمنحك ارتياحًا؟
v2,D02_17,deep_02,17,Your neighborhood has a shared need. What do you do?,لدى الحي حاجة مشتركة. ماذا تفعل؟
v2,D02_18,deep_02,18,You want to take a bigger step in your career/study. What do you do?,تريد خطوة أكبر في مسارك المهني/الدراسي. ماذا تفعل؟
v2,D02_19,deep_02,19,Someone did you a favor. What do you do next?,شخص قدم لك معروفًا. ماذا تفعل بعد ذلك؟
v2,D02_20,deep_02,20,You keep working late. What do you change?,تواصل العمل حتى وقت متأخر. ماذا تغيّر؟
v2,D02_21,deep_02,21,A family member asks for time during your busiest week. What do you do?,أحد أفراد العائلة يطلب وقتك في أكثر أسابيعك انشغالًا. ماذا تفعل؟
v2,D02_22,deep_02,22,You finish early and feel restless. What do you do?,أنهيت مبكرًا وتشعر بعدم استقرار. ماذا تفعل؟
v2,D02_23,deep_02,23,You want more independence in a relationship/work. What do you do?,تريد استقلالية أكثر في علاقة/عمل. ماذا تفعل؟
v2,D02_24,deep_02,24,You see unfair distribution of tasks. What do you do?,ترى توزيعًا غير عادل للمهام. ماذا تفعل؟
v2,D02_25,deep_02,25,You’re starting a habit and might quit. What helps you continue?,تبدأ عادة وقد تتوقف. ما الذي يساعدك على الاستمرار؟
v2,D02_26,deep_02,26,You feel low energy and tense. What do you do first?,تشعر بانخفاض الطاقة والتوتر. ماذا تفعل أولًا؟
v2,D02_27,deep_02,27,Someone makes a comment that feels insulting. What do you do?,شخص يقول تعليقًا يبدو مهينًا. ماذا تفعل؟
v2,D02_28,deep_02,28,Two friends argue and ask you to choose a side. What do you do?,صديقان يتجادلان ويطلبان منك اختيار طرف. ماذا تفعل؟
v2,D02_29,deep_02,29,A friend wants to meet, but you need quiet time. What do you do?,صديق يريد اللقاء لكنك تحتاج وقتًا هادئًا. ماذا تفعل؟
v2,D02_30,deep_02,30,You want to improve your knowledge this month. What do you pick?,تريد رفع معرفتك هذا الشهر. ماذا تختار؟
v2,D02_31,deep_02,31,You feel disconnected from purpose. What do you do?,تشعر بانفصال عن الهدف. ماذا تفعل؟
v2,D02_32,deep_02,32,You want to reduce financial stress. What do you do?,تريد تقليل الضغط المالي. ماذا تفعل؟
v2,D02_33,deep_02,33,You want your contributions recognized. What’s your move?,تريد الاعتراف بمساهماتك. ما خطوتك؟
v2,D02_34,deep_02,34,You’re offered a new experience that scares you a bit. What do you do?,عُرضت عليك تجربة جديدة تخيفك قليلًا. ماذا تفعل؟
v2,D02_35,deep_02,35,You want your home to feel more inviting. What do you do?,تريد أن يكون منزلك أكثر ترحيبًا. ماذا تفعل؟
v2,D02_36,deep_02,36,You have limited time with friends today. What do you do?,لديك وقت محدود مع الأصدقاء اليوم. ماذا تفعل؟
v2,D02_37,deep_02,37,A community issue needs coordination. What do you do?,قضية مجتمعية تحتاج تنسيقًا. ماذا تفعل؟
v2,D02_38,deep_02,38,You want to raise your ambition level. What do you do?,تريد رفع مستوى طموحك. ماذا تفعل؟
v2,D02_39,deep_02,39,Someone appreciates you in front of others. What do you do?,شخص يقدرك أمام الآخرين. ماذا تفعل؟
v2,D02_40,deep_02,40,Work is taking over your life. What do you adjust?,العمل يسيطر على حياتك. ماذا تعدّل؟
v2,D02_41,deep_02,41,A friend feels lonely but won’t say it. What do you do?,صديق يشعر بالوحدة لكنه لا يقول ذلك. ماذا تفعل؟
v2,D02_42,deep_02,42,You face a hard target and pressure. What do you do?,تواجه هدفًا صعبًا وضغطًا. ماذا تفعل؟
v2,D02_43,deep_02,43,You want a lighter mood after stress. What do you do?,تريد مزاجًا أخف بعد الضغط. ماذا تفعل؟
v2,D02_44,deep_02,44,You need to choose a personal direction. What guides you?,تحتاج اختيار اتجاه شخصي. ما الذي يوجهك؟
v2,D02_45,deep_02,45,A safety rule is ignored at work/home. What do you do?,يتم تجاهل قاعدة سلامة في العمل/البيت. ماذا تفعل؟
v2,D02_46,deep_02,46,You want to feel healthier this week. What do you start with?,تريد أن تكون أكثر صحة هذا الأسبوع. بماذا تبدأ؟
v2,D02_47,deep_02,47,Someone dismisses your idea. What do you do?,شخص يقلل من فكرتك. ماذا تفعل؟
v2,D02_48,deep_02,48,You see someone treated unequally. What do you do?,ترى شخصًا يُعامل بشكل غير متساوٍ. ماذا تفعل؟
v2,D03_01,deep_03,1,You notice a loved one is overwhelmed. What do you do?,تلاحظ أن شخصًا تحبه مثقل. ماذا تفعل؟
v2,D03_02,deep_03,2,You have a tough target due soon. How do you respond?,لديك هدف صعب قريب. كيف تتصرف؟
v2,D03_03,deep_03,3,Your mood is low after a long week. What helps?,مزاجك منخفض بعد أسبوع طويل. ما الذي يساعد؟
v2,D03_04,deep_03,4,You want more control over your time. What do you do?,تريد تحكمًا أكبر بوقتك. ماذا تفعل؟
v2,D03_05,deep_03,5,A small risk appears at home/work. What do you do?,ظهر خطر بسيط في البيت/العمل. ماذا تفعل؟
v2,D03_06,deep_03,6,You’ve ignored your body for days. What do you do?,أهملت جسدك لأيام. ماذا تفعل؟
v2,D03_07,deep_03,7,Someone speaks to you in a disrespectful tone. What do you do?,شخص يتحدث معك بنبرة غير محترمة. ماذا تفعل؟
v2,D03_08,deep_03,8,You see an unfair situation in a group. What do you do?,ترى موقفًا غير عادل في مجموعة. ماذا تفعل؟
v2,D03_09,deep_03,9,You want to deepen a friendship. What do you do?,تريد تعميق صداقة. ماذا تفعل؟
v2,D03_10,deep_03,10,You want to learn something new. How do you start?,تريد تعلم شيء جديد. كيف تبدأ؟
v2,D03_11,deep_03,11,You feel disconnected from meaning. What do you do?,تشعر بانفصال عن المعنى. ماذا تفعل؟
v2,D03_12,deep_03,12,Your spending increased this month. What do you do?,زاد إنفاقك هذا الشهر. ماذا تفعل؟
v2,D03_13,deep_03,13,You did strong work but it went unnoticed. What do you do?,قمت بعمل قوي ولم يلاحظه أحد. ماذا تفعل؟
v2,D03_14,deep_03,14,A new opportunity feels exciting and uncertain. What do you do?,فرصة جديدة تبدو مثيرة وغير مؤكدة. ماذا تفعل؟
v2,D03_15,deep_03,15,You feel like expressing yourself today. What do you do?,تشعر برغبة في التعبير اليوم. ماذا تفعل؟
v2,D03_16,deep_03,16,You need a lighter moment with friends/family. What do you do?,تحتاج لحظة أخف مع الأصدقاء/العائلة. ماذا تفعل؟
v2,D03_17,deep_03,17,Your neighborhood has a small issue to solve. What do you do?,في الحي مشكلة صغيرة تحتاج حلًا. ماذا تفعل؟
v2,D03_18,deep_03,18,You’re planning your next year. What do you focus on?,تخطط لعامك القادم. على ماذا تركز؟
v2,D03_19,deep_03,19,Someone helped you recently. How do you respond?,شخص ساعدك مؤخرًا. كيف ترد؟
v2,D03_20,deep_03,20,Work is taking too much space. What do you change?,العمل يأخذ مساحة كبيرة. ماذا تغيّر؟
v2,D03_21,deep_03,21,A loved one needs time, but you’re tired. What do you do?,شخص تحبه يحتاج وقتًا وأنت متعب. ماذا تفعل؟
v2,D03_22,deep_03,22,You finish early today. What do you do with extra time?,أنهيت مبكرًا اليوم. ماذا تفعل بالوقت الإضافي؟
v2,D03_23,deep_03,23,You feel your freedom is limited by commitments. What do you do?,تشعر أن التزاماتك تقلل حريتك. ماذا تفعل؟
v2,D03_24,deep_03,24,A shared rule is ignored and affects everyone. What do you do?,قاعدة مشتركة تُتجاهل وتؤثر على الجميع. ماذا تفعل؟
v2,D03_25,deep_03,25,You want a habit to stick. What approach do you take?,تريد عادة تستمر. ما الأسلوب الذي تتبعه؟
v2,D03_26,deep_03,26,You feel physically tense. What helps first?,تشعر بتوتر جسدي. ما الذي يساعد أولًا؟
v2,D03_27,deep_03,27,Someone interrupts you repeatedly. What do you do?,شخص يقاطعك مرارًا. ماذا تفعل؟
v2,D03_28,deep_03,28,Two people disagree and ask you to weigh in. What do you do?,شخصان يختلفان ويطلبان رأيك. ماذا تفعل؟
v2,D03_29,deep_03,29,A friend asks to meet but your schedule is packed. What do you do?,صديق يطلب لقاءً وجدولك ممتلئ. ماذا تفعل؟
v2,D03_30,deep_03,30,You want to study more effectively. What do you do?,تريد الدراسة بفعالية أكبر. ماذا تفعل؟
v2,D03_31,deep_03,31,You want a deeper inner reset. What do you do?,تريد إعادة ضبط داخلية أعمق. ماذا تفعل؟
v2,D03_32,deep_03,32,You want to feel safer financially. What do you do?,تريد شعورًا أكبر بالأمان المالي. ماذا تفعل؟
v2,D03_33,deep_03,33,You want your effort to be recognized fairly. What do you do?,تريد تقدير جهدك بشكل منصف. ماذا تفعل؟
v2,D03_34,deep_03,34,You’re invited to try something outside your comfort zone. What do you do?,دُعيت لتجربة خارج منطقة راحتك. ماذا تفعل؟
v2,D03_35,deep_03,35,Your space feels dull. What do you do?,مساحتك تبدو مملة. ماذا تفعل؟
v2,D03_36,deep_03,36,You have one free hour. What do you choose?,لديك ساعة فراغ. ماذا تختار؟
v2,D03_37,deep_03,37,A community task needs volunteers. What do you do?,مهمة مجتمعية تحتاج متطوعين. ماذا تفعل؟
v2,D03_38,deep_03,38,You want to raise your ambition level. What do you do?,تريد رفع مستوى طموحك. ماذا تفعل؟
v2,D03_39,deep_03,39,Someone thanks you publicly. What do you do?,شخص يشكرك علنًا. ماذا تفعل؟
v2,D03_40,deep_03,40,You’re torn between rest and productivity. What do you do?,أنت ممزق بين الراحة والإنتاجية. ماذا تفعل؟
v2,D03_41,deep_03,41,You notice a friend feels lonely. What do you do?,تلاحظ أن صديقًا يشعر بالوحدة. ماذا تفعل؟
v2,D03_42,deep_03,42,You must deliver results under pressure. What do you do?,يجب أن تسلّم نتائج تحت ضغط. ماذا تفعل؟
v2,D03_43,deep_03,43,You want to increase daily joy. What do you do?,تريد زيادة الفرح اليومي. ماذا تفعل؟
v2,D03_44,deep_03,44,You need to make a personal decision. What guides you?,تحتاج قرارًا شخصيًا. ما الذي يوجهك؟
v2,D03_45,deep_03,45,A safety concern is raised by someone. What do you do?,أثار أحدهم قلقًا يتعلق بالسلامة. ماذا تفعل؟
v2,D03_46,deep_03,46,You want to improve your health this week. What do you start with?,تريد تحسين صحتك هذا الأسبوع. بماذا تبدأ؟
v2,D03_47,deep_03,47,Someone dismisses your idea rudely. What do you do?,شخص يقلل من فكرتك بفظاظة. ماذا تفعل؟
v2,D03_48,deep_03,48,You see unequal treatment in a team. What do you do?,ترى معاملة غير متساوية في فريق. ماذا تفعل؟
v2,D04_01,deep_04,1,You notice your mother/father is stressed today. What do you do?,تلاحظ أن والدك/والدتك متوتر اليوم. ماذا تفعل؟
v2,D04_02,deep_04,2,Your to-do list is too long for one day. What do you do?,قائمة مهامك أطول من يوم واحد. ماذا تفعل؟
v2,D04_03,deep_04,3,You feel your week is repetitive. What do you change?,تشعر أن أسبوعك متكرر. ماذا تغيّر؟
v2,D04_04,deep_04,4,A friend cancels last minute. What do you do?,صديق يلغي في آخر لحظة. ماذا تفعل؟
v2,D04_05,deep_04,5,You’re offered a flexible role with unclear rules. What do you do?,عُرض عليك دور مرن لكن قواعده غير واضحة. ماذا تفعل؟
v2,D04_06,deep_04,6,You spot a small safety hazard in the hallway. What do you do?,تلاحظ خطر سلامة بسيط في الممر. ماذا تفعل؟
v2,D04_07,deep_04,7,Someone speaks to you sharply in public. What do you do?,شخص يتحدث معك بحدة أمام الناس. ماذا تفعل؟
v2,D04_08,deep_04,8,A teammate is treated unfairly. What do you do?,زميل يُعامل بظلم. ماذا تفعل؟
v2,D04_09,deep_04,9,You want to strengthen a friendship. What’s your step?,تريد تقوية صداقة. ما خطوتك؟
v2,D04_10,deep_04,10,You want to learn faster for work/study. What do you do?,تريد التعلم أسرع للعمل/الدراسة. ماذا تفعل؟
v2,D04_11,deep_04,11,You feel you’re busy but not fulfilled. What do you do?,تشعر أنك مشغول لكن غير مُشبَع. ماذا تفعل؟
v2,D04_12,deep_04,12,Your bills surprise you this month. What do you do?,فواتيرك فاجأتك هذا الشهر. ماذا تفعل؟
v2,D04_13,deep_04,13,You delivered results but got no feedback. What do you do?,قدمت نتائج ولم تحصل على ملاحظات. ماذا تفعل؟
v2,D04_14,deep_04,14,A new experience is available but you’re unsure. What do you do?,تجربة جديدة متاحة لكنك غير متأكد. ماذا تفعل؟
v2,D04_15,deep_04,15,You want to express yourself after pressure. What do you do?,تريد التعبير عن نفسك بعد ضغط. ماذا تفعل؟
v2,D04_16,deep_04,16,You need a quick mood reset. What do you choose?,تحتاج إعادة ضبط سريعة للمزاج. ماذا تختار؟
v2,D04_17,deep_04,17,Your building plans a clean-up day. What do you do?,المبنى يخطط ليوم تنظيف. ماذا تفعل؟
v2,D04_18,deep_04,18,You’re thinking about your next 6 months. What do you focus on?,تفكر في الستة أشهر القادمة. على ماذا تركز؟
v2,D04_19,deep_04,19,Someone supported you quietly. How do you respond?,شخص دعمك بهدوء. كيف ترد؟
v2,D04_20,deep_04,20,You feel close to burnout. What do you do first?,تشعر بقرب الإرهاق. ماذا تفعل أولًا؟
v2,D04_21,deep_04,21,A family request conflicts with your plan. What do you do?,طلب عائلي يتعارض مع خطتك. ماذا تفعل؟
v2,D04_22,deep_04,22,You have a free evening unexpectedly. What do you do?,لديك مساء فارغ فجأة. ماذا تفعل؟
v2,D04_23,deep_04,23,You want more independence in your schedule. What do you do?,تريد استقلالية أكثر في جدولك. ماذا تفعل؟
v2,D04_24,deep_04,24,People ignore a shared rule in the office. What do you do?,الناس يتجاهلون قاعدة مشتركة في المكتب. ماذا تفعل؟
v2,D04_25,deep_04,25,You want a habit to last. What do you try?,تريد عادة تستمر. ماذا تجرب؟
v2,D04_26,deep_04,26,You feel tension in your body. What helps first?,تشعر بتوتر في جسدك. ما الذي يساعد أولًا؟
v2,D04_27,deep_04,27,A colleague interrupts you repeatedly. What do you do?,زميل يقاطعك مرارًا. ماذا تفعل؟
v2,D04_28,deep_04,28,Two friends ask you to mediate. What do you do?,صديقان يطلبان منك الوساطة. ماذا تفعل؟
v2,D04_29,deep_04,29,A friend wants to talk but you’re drained. What do you do?,صديق يريد الحديث وأنت مُنهك. ماذا تفعل؟
v2,D04_30,deep_04,30,You want to upgrade your skills this month. What do you pick?,تريد تطوير مهاراتك هذا الشهر. ماذا تختار؟
v2,D04_31,deep_04,31,You feel your inner life is noisy. What do you do?,تشعر أن داخلك مزدحم. ماذا تفعل؟
